genes	HGMD_inheritance	OMIM_inheritance	GeneCC_inheritance
JBTS20		AR	
JBTS21		AR	
JBTS22		AR	
JBTS23		AR	
JBTS24		AR	
JBTS25		AR	
JBTS27		AR	
JBTS28		AR	
JBTS29		AR	
JBTS30		AR	
JBTS31		AR	
JBTS32		AD;AR;AR,AD,Somatic mutation	
JBTS33		AR	
JBTS34		AR	
JBTS35		AD;AR	
JBTS36		AR	
JBTS37		AR	
JBTS38		AR	
JBTS39		AR	
JBTS4		AR	
JBTS40		AR	
JBTS5		AR	
JBTS6		AR	
JBTS7		AR	
JBTS8		AR	
JCK		AR	
JCOSL		AR	
JDP1		AR	
JDSCD		AR	
JDVS		AD	
JEB1A		AD;AR	
JEB1B		AD;AR	
JEB2A		AR	
JEB2B		AR	
JEB2C		AR	
JEB3A		AR	
JEB3B		AR	
JEB4		AD;AR	
JEB5A		AR	
JEB5B		AR	
JEB6		AR	
JEB7		AR	
JHS		AR	
JIP		AD	
JIP3		AD	
JJAZ1		AD	
JKTBP		AD	
JLNS		AD;AR	
JLNS2		AD;AR	
JLSM		AR	
JM23		XLR	
JMH		AR	
JMJ		AD	
JMJD1B		AD	
JMJD2B		AD	
JMJD3		AD	
JMML		AD	
JMP		AR	
JNKBP1		AR	
JOAG		AD	
JP1		AR,AD	
JP2		AD;AR	
JP3		AD	
JPD		AR	
JPH1		AR,AD	
JPO1		AR	
JRRP		AD;AR;AR,AD	
JSAP1		AD	
JTK14		AD	
JTV1		AR	
JUVAR		AR	
JV18		AD	
JWDS		AR	
JWS		AD	
JXC1		AR	
K25		AR	
K6IRS1		AD	
K6IRS4		AD;AR	
KABAMAS		AR	
KABUK1		AD	
KABUK2		XLD	
KAL1		XLR	
KAL2		AD	
KANK2		AR	AR
KAOGS		AD	
KAR		AR	
KARS		AR	
KAT5		AD	AD
KAT8		AD	AD
KATNIP		AR	AR
KATP1		AD	
KBGS		AD	
KBTBD10		AR	
KBTBD5		AR	
KCA4		AD	
KCC2		AD;AR	
KCC3		AD;AR	
KCC3A		AD;AR	
KCC3B		AD;AR	
KCNA4		AR	AR
KCNA8		AR	
KCNA9		AD;AR	
KCNC1		AD	AD
KCNC2		AD	
KCND3L		AD	
KCND3S		AD	
KCNJ16		AR	
KCNJ6		AD	AD
KCNJ7		AD	
KCNK18		AD	AD
KCNK4		AD	AD
KCNMB1		AD	
KCNN2		AD	
KCNN3		AD	AD;AR
KCNN4		AD	AD
KCNQ1OT1		AD	
KCNQ5		AD	AD
KCNT2		AD	AD
KCNU1		AR	
KCR1		AD	
KCS		AR	
KCS1		AR	
KCS2		AD	
KD		AD,Somatic mutation;XLR	
KDELR2		AR	AD
KDF1		AD	AD
KDIDAR		AR	
KDM3B		AD	AD
KDM4B		AD	AD
KDM6B		AD	AD;AR
KDP		AD;AR	
KDS		AD;AR	
KDSR		AR	AD;AR
KDVS		AD	
KEFH		AD	
KEN		AR	
KET		AD	
KFS1		AD;AR	
KFS2		AR	
KFS3		AD	
KFS4		AR	
KFSDX		XLR	
KHDC3L		AR	AR
KIAA0018		AR	
KIAA0024		AD	
KIAA0031		AD	
KIAA0036		AR	
KIAA0042		AR	
KIAA0056		AR	
KIAA0062		AD;AR	
KIAA0069		AR	
KIAA0078		AD;AR	
KIAA0081		AR	
KIAA0083		AD;AR	
KIAA0090		AR	
KIAA0092		AR	
KIAA0095		AR	
KIAA0098		AR	
KIAA0099		AD	
KIAA0111		AR	
KIAA0122		XLR	
KIAA0123		AR	
KIAA0146		AR	
KIAA0159		AR	
KIAA0160		AD	
KIAA01613		AD	
KIAA0178		XLD	
KIAA0180		AD	
KIAA0186		AR	
KIAA0187		AD	
KIAA0192		XLD;XLR	
KIAA0195		AR	
KIAA0196		AD;AR	
KIAA0197		AR	
KIAA0214		AD;AR	
KIAA0225		AR	
KIAA0226		AR	
KIAA0230		AR	
KIAA0260		AR	
KIAA0268		AR	
KIAA0274		AD;AR	
KIAA0294		AD	
KIAA0304		AD	
KIAA0306		AD	
KIAA0309		AD	
KIAA0312		XL	
KIAA0313		AD	
KIAA0316		XL	
KIAA0321		AR	
KIAA0328		AR	
KIAA0329		AR	
KIAA0339		AD	
KIAA0340		AD	
KIAA0346		AD	
KIAA0347		AD	
KIAA0356		AD;AR	
KIAA0359		AD	
KIAA0372		AR	
KIAA0373		AR	
KIAA0375		AR	
KIAA0376		AD	
KIAA0381		AR	
KIAA0386		AD;AR	
KIAA0391		AR	
KIAA0401		AR,AD	
KIAA0415		AR	
KIAA0423		AR	
KIAA0424		XL	
KIAA0433		AR	
KIAA0436		AR	
KIAA0437		AD	
KIAA0439		AD	
KIAA0441		AR	
KIAA0442		AD	
KIAA0461		AD	
KIAA0464		AR	
KIAA0467		AR	
KIAA0472		AD;AR	
KIAA0473		AR	
KIAA0483		AD	
KIAA0517		AR	
KIAA0521		AR	
KIAA0522		XLD	
KIAA0526		AD	
KIAA0530		AD	
KIAA0532		AR	
KIAA0540		AR	
KIAA0545		AR	
KIAA0551		AR	
KIAA0556		AR	
KIAA0558		AR	
KIAA0561		AD	
KIAA0562		AR	
KIAA0581		AR	
KIAA0590		AR	
KIAA0594		AR	
KIAA0597		AD	
KIAA0601		AD	
KIAA0602		AD	
KIAA0605		AR	
KIAA0607		AD	
KIAA0609		AR	
KIAA0610		AR	
KIAA0611		AR	
KIAA0624		AR	
KIAA0635		AR	
KIAA0645		AD	
KIAA0650		AD;Digenic dominant	
KIAA0651		AR	
KIAA0657		AR	
KIAA0683		AR	
KIAA0686		AD;AR,Digenic dominant	
KIAA0692		AR	
KIAA0699		AD	
KIAA0705		AR	
KIAA0706		AR	
KIAA0717		AD	
KIAA0720		AR	
KIAA0725		AR	
KIAA0733		AD	
KIAA0751		AR	
KIAA0753		AR	AR
KIAA0755		AR	
KIAA0756		AR	
KIAA0760		AR,AD	
KIAA0763		AR	
KIAA0765		AD	
KIAA0772		AD	
KIAA0784		AD	
KIAA0788		AD	
KIAA0790		AD;AR	
KIAA0791		AR	
KIAA0792		AD	
KIAA0796		AD;AR	
KIAA0806		AR	
KIAA0821		AD	
KIAA0825		AR	AR
KIAA0833		AD	
KIAA0839		AR	
KIAA0849		AD	
KIAA0852		AD	
KIAA0856		AD;AR	
KIAA0859		AD	
KIAA0876		AD	
KIAA0884		AR	
KIAA0890		AD	
KIAA0898		AR	
KIAA0902		XL	
KIAA0905		AR	
KIAA0912		AR	
KIAA0919		AR	
KIAA0926		AD;AR;AR,AD	
KIAA0928		AD	
KIAA0936		AD;AR	
KIAA0954		AD	
KIAA0955		AD	
KIAA0968		AD;AR	
KIAA0971		AR	
KIAA0973		AD	
KIAA0974		AR	
KIAA0978		AD	
KIAA0990		AR	
KIAA0992		AD	
KIAA0996		AD;AR	
KIAA0998		AR	
KIAA0999		AR	
KIAA1001		AR	
KIAA1005		AR	
KIAA1010		AR	
KIAA1011		AD	
KIAA1017		AR	
KIAA1018		AR	
KIAA1023		AR	
KIAA1024L		AR	
KIAA1025		AD	
KIAA1028		AD	
KIAA1033		AR	
KIAA1034		AD	
KIAA1035		AR	
KIAA1042		AR	
KIAA1052		AR	
KIAA1055		AR	
KIAA1056		AD	
KIAA1067		AR	
KIAA1069		AR	
KIAA1074		AD	
KIAA1076		AD	
KIAA1082		AD	
KIAA1088		AD;AR,AD	
KIAA1091		AR	
KIAA1093		AD	
KIAA1094		AR	
KIAA1106		AD	
KIAA1111		XLR	
KIAA1119		AR	
KIAA1120		AD	
KIAA1122		AD	
KIAA1134		AR	
KIAA1140		AR	
KIAA1150		AD	
KIAA1154		AR	
KIAA1161		AR	
KIAA1166		XLD;XLR	
KIAA1171		AD;AR	
KIAA1176		AD;AR	
KIAA1179		AR	
KIAA1181		AR	
KIAA1197		AD	
KIAA1204		AD	
KIAA1205		AD	
KIAA1212		AR	
KIAA1224		AD	
KIAA1235		AD	
KIAA1236		AR	
KIAA1242		AD	
KIAA1251		AD	
KIAA1260		XL	
KIAA1262		AD;AR	
KIAA1266		AR	
KIAA1267		AD	
KIAA1270		AR	
KIAA1278		AR	
KIAA1279		AR	
KIAA1283		AR	
KIAA1284		AR	
KIAA1290		AR	
KIAA1294		AR	
KIAA1295		AR	
KIAA1301		AD	
KIAA1302		AD	
KIAA1304		AD,Somatic mutation	
KIAA1313		XL	
KIAA1320		AR	
KIAA1323		AD	
KIAA1330		AR	
KIAA1336		AR	
KIAA1338		AR	
KIAA1345		AR	
KIAA1350		AR	
KIAA1351		AD;AR	
KIAA1360		AR	
KIAA1374		AR	
KIAA1375		AR	
KIAA1381		AR	
KIAA1385		AR	
KIAA1393		AR	
KIAA1395		AR	
KIAA1418		AR	
KIAA1420		AD	
KIAA1421		AR	
KIAA1422		AD	
KIAA1432		AR	
KIAA1437		AD	
KIAA1440		AR	
KIAA1441		AD	
KIAA1454		AR	
KIAA1455		AR	
KIAA1460		AD	
KIAA1461		AD	
KIAA1463		AD	
KIAA1471		AR	
KIAA1506		AD	
KIAA1509		AD;AR	
KIAA1516		AR	
KIAA1517		AD;AR	
KIAA1518		AR	
KIAA1526		AR	
KIAA1527		AD	
KIAA1529		AR	
KIAA1530		AR	
KIAA1546		AR	
KIAA1556		AR	
KIAA1557		AD	
KIAA1564		AD	
KIAA1565		AR	
KIAA1568		AD	
KIAA1570		AR	
KIAA1575		XLD	
KIAA1577		AD	
KIAA1596		AR	
KIAA1605		AR	
KIAA1613		AR	
KIAA1616		AD	
KIAA1618		AR,AD	
KIAA1630		AD;AR	
KIAA1632		AR	
KIAA1633		AR	
KIAA1635		AD	
KIAA1636		AD	
KIAA1639		AR	
KIAA1640		AR	
KIAA1650		AD	
KIAA1662		AR	
KIAA1669		AR	
KIAA1677		XLR	
KIAA1685		AD	
KIAA1695		AD	
KIAA1696		AD	
KIAA1705		AR	
KIAA1708		AD	
KIAA1713		AD	
KIAA1715		AR	
KIAA1732		AD	
KIAA1733		AD	
KIAA1751		AR	
KIAA1756		AD;AR	
KIAA1757		AD	
KIAA1762		AD	
KIAA1770		AR	
KIAA1771		AR	
KIAA1772		AD	
KIAA1780		AR	
KIAA1784		AR	
KIAA1794		AR	
KIAA1797		AR	
KIAA1802		AD	
KIAA1803		AD	
KIAA1809		AD	
KIAA1839		AR	
KIAA1840		AR	
KIAA1843		AR	
KIAA1844		AD	
KIAA1851		AR	
KIAA1858		AR	
KIAA1861		AR	
KIAA1868		AR	
KIAA1870		AR	
KIAA1872		AR	
KIAA1882		AR	
KIAA1885		AR	
KIAA1888		AR	
KIAA1895		AD	
KIAA1897		AR	
KIAA1910		AD;Multifactorial,AD	
KIAA1915		AR	
KIAA1933		AR	
KIAA1951		AR	
KIAA1961		AR	
KIAA1970		AR	
KIAA1972		AR	
KIAA1983		AR	
KIAA1985		AD;AR	
KIAA1987		AR	
KIAA1996		AR	
KIAA2022		XLD	
KIAA2034		AD	
KID		AD;AR,Digenic dominant	
KIDAR		AR	
KIDINS220		AD;AR	AD
KIF12		AR	AR
KIF15		AR	
KIF20A		AR	AD
KIF23		AD	AD
KIF26A		AR	
KIF2A		AD	AD
KIF3B		AD	AD
KIF4		XLR	
KIF4A		XLR	XL;XLR
KIF5C		AD	AD
KILQS		AD;AR	
KIND1		AR	
KIND3		AR	
KINS		AD	
KIP		AR	
KIP1		AD	
KIP2		AD;AR	
KIPP1184		AD	
KIR2.1		AD	
KIR2.6		AD	
KIR5.1		AR	
KIRREL1		AR	
KIZUNA		AR	
KLC2		AR	AR
KLEFS1		AD	
KLEFS2		AD	
KLF14		AD	
KLHL10		AD	AD
KLHL15		XLR	XLR
KLHL1AS		AD;Multifactorial,AD	
KLK3		AR	
KLOTHO		AR	
KLP2		AR	
KLRAQ1		AR	
KMIN		AR	
KMS		AR;XLR	
KMT1D		AD	
KMT2E		AD	AD
KMT5B		AD	AD
KNBC		AR	
KNG		AD;AR	
KNG1		AD;AR	AR
KNO1		AD;AR	
KNO2		AD	
KNSL1		AD	
KNSL4		AD	
KNSL5		AD	
KNSL7		AR	
KNSTRN		Digenic recessive	
KOGS		AD	
KONDS		AR	
KOS		AR	
KPA		AR	
KPD		AD;AR,AD	
KPL2		AR	
KPLBS		AD	
KPNA3		AD	
KPNB2B		AD	
KPPP1		AD	
KPPS2		AD;AR	
KPTN		AR	AR
KPTS		XLR	
KRAS2		AD	
KREMEN1		AR	AR
KRG2		AR	
KRIP6		AD;AR	
KRIZI		AR	
KRM1		AR	
KRML		AD	
KROX20		AD;AR,AD	
KRPPD		AR	
KRT18		AR	
KRT24IRS1		AR	
KRT25		AR	AD;AR
KRT2A		AD	
KRT2E		AD	
KRT6C		AD	AD
KRT6IRS1		AD	
KRT6IRS4		AD;AR	
KRTHB1		AD	
KRTHB3		AD;AR	
KRTHB5		AR	
KRTHB6		AD	
KTCN1		AD	
KTCN3		AD	
KTCN5		AD	
KTCN6		AD	
KTCN7		AD	
KTCN8		AD	
KTCN9		AD	
KTCNCT		AD	
KTELC1		AD;AR	
KTS		Isolated cases	
KTU		AR	
KTWS		Isolated cases	
KTZS		AR	
KTZSL		AD	
KURIS		AD	
KURU		AD	
KV11.1		AR	
KVLQT1		AD;AR	
KY		AR	AR
KYNU		AR	AR
KYNUU		AR	
KYOT		XL;XLD;XLR	
L2HGA		AR	
LAC		AR	
LACC1		AR	AR
LAD		AR	
LADCI		AR	
LADD3		AD	
LAF4		AD	
LAGE3		XLR	AR;XL;XLR
LAH		AR	
LAH2		AR	
LAH3		AR	
LAK		AD	
LALL		AR	
LAM		AD	
LAMA5		AR	AD
LAMB2T		AR	
LAMBR		AD	
LAMM		AR	
LAMNB2		AR	
LAMPB		XLD	
LAMR1		AD	
LAMS		AR	
LAMSHF		AD	
LAMTOR2		AR	AR
LAN		AD	
LAP		AD	
LAP1		AD;AR	
LAP1B		AR	
LAR		AR	
LARGE		AR	
LARP7		AR	AR
LARS		AR	
LARS1		AR	AR
LAS1L		XLR	XL;XLR
LASS1		AR	
LASS3		AR	
LASU1		XL	
LAT		AR	AR
LBA		AR	
LBC1		AD	
LBCL2		AR	
LBFP		AD	
LBN		AD;AR	
LBNBG		AD	
LBX1		AR	
LBX1H		AR	
LCA		AR	
LCA1		AD;AR;AR,AD	
LCA10		AR	
LCA11		AD	
LCA12		AR	
LCA13		AR,AD	
LCA14		AR	
LCA15		AR	
LCA16		AD;AR	
LCA17		AD;AR	
LCA19		AR	
LCA2		AD;AR	
LCA3		AR	
LCA4		AR,AD	
LCA6		AR	
LCA7		AD	
LCA8		AD;AR	
LCA9		AR	
LCAEOD		AD	
LCAM		AD;AD,Somatic mutation	
LCAMB		AR	
LCB2		AD	
LCC		AR	
LCCNS		AD;AR	
LCCS		AR	
LCCS1		AR	
LCCS10		AR	
LCCS11		AR	
LCCS2		AD;AR	
LCCS3		AR	
LCCS4		AD;AR	
LCCS5		AD;AR	
LCCS6		AR	
LCCS8		AR	
LCCS9		AR	
LCDD		AR	
LCGR		AD;AR	
LCP2		AR	
LCS1		AR	
LDAMD		AR	
LDH1		AR	
LDHD		AR	
LDLB		AR	
LDLC		AR	
LDLCQ1		AD	
LDLCQ2		AR,AD	
LDLCQ4		AD;AR	
LDLCQ5		AD;AR	
LDLCQ6		AD	
LDLS2		AD	
LDS1		AD	
LDS2		AD	
LDS3		AD	
LDS4		AD	
LDS5		AD	
LDS6		AD	
LEAP1		AR	
LEC2		AD	
LECD		XLD	
LEKTI		AR	
LEM4		AR	
LEMD2		AD;AR	AD;AR
LEMSPAD		AD	
LENG4		AR	
LENG5		AR	
LEPD		AR	
LEPID		AR	
LEPRD		AR	
LEPRE1		AR	
LEPREL1		AR	
LERN1		AR	
LESKRES		AD	
LETM1		AR	
LETS		AD	
LEUDEN		AD;AR,AD	
LFHL1		AD;AR	
LFIS		AR	
LFS1		AD;AD,Somatic mutation;Somatic mutation	
LFS2		AD,Somatic mutation	
LFTD		AD;AR,AD	
LGCR		AD	
LGI3		AR	
LGI4		AR	AR
LGMD1H		AD	
LGMD2Y		AR	
LGMDD1		AD	
LGMDD2		AD	
LGMDD3		AD	
LGMDD4		AD;AR	
LGMDR1		AD;AR	
LGMDR10		AD;AR	
LGMDR11		AR	
LGMDR12		AD;AR	
LGMDR13		AR	
LGMDR14		AR	
LGMDR15		AR	
LGMDR16		AR	
LGMDR17		AD;AR	
LGMDR18		AR	
LGMDR19		AR	
LGMDR2		AR	
LGMDR20		AR	
LGMDR21		AD;AR	
LGMDR25		AR	
LGMDR26		AR	
LGMDR27		AR	
LGMDR3		AR	
LGMDR4		AR	
LGMDR5		AR	
LGMDR6		AR	
LGMDR7		AD;AR	
LGMDR8		AR	
LGMDR9		AR	
LGN		AR	
LGP110		XLD	
LGR4		AD	
LGS		AD	
LGSS		AD	
LH1		AR	
LH2		AR	
LH3		AR	
LHONAR		AR	
LHR		AD;AR	
LHRHR		AR	
LHS		AR	
LI2		AR	
LI3		AR	
LI4		AR	
LIBF		AR	
LIC3		AR	
LICAS		AR	
LICS		AR	
LIDLS1		AD	
LIDLS3		AD;AR	
LIG1		AR	
LIG2		AR	
LIG3		AR	
LIG4S		AR;Somatic mutation	
LIGOWS		AD	
LIKNS		AR	
LIM2		AR	AD
LIMPII		AR	
LIMS2		AR	AR
LIN41		AD	
LINGO1		AR	AR
LIPD		AD;AR	
LIPE		AR	AR
LIPL4		AR	
LIPT1		AR	AR
LIPT1D		AR	
LIPT2		AR	AR
LIS1		AD	
LIS10		AD	
LIS2		AD;AR	
LIS3		AD	
LIS4		AR	
LIS5		AR	
LIS6		AR	
LIS7		AR	
LIS8		AR	
LIS9		AD	
LISX		XL	
LIT1		AD	
LIWAS		AD;AR	
LKB1		AD	
LKENP		AR	
LKPAT		AD;AR	
LKS		AD	
LLH		AR	
LLS		AD	
LMAN2L		AR	AR
LMBD1		AR	
LMBRD2		AD	AD
LMHD		AD	
LMLN2		AR	
LMN1		AD;AR	
LMN2		AD;AR	
LMNB2		AD;AR	AD;AR
LMNS		AD	
LMO6		XLD	
LMOD1		AR	AD
LMOD2		AR	
LMP10		AR	
LMP2		AR	
LMP7		AR	
LMPHM1		AD	
LMPHM10		AD	
LMPHM11		AD	
LMPHM12		AR	
LMPHM13		AD;AR	
LMPHM2		AD	
LMPHM3		AD;AR	
LMPHM4		AD	
LMPHM6		AD;AR	
LMPHM7		AD	
LMPHM8		AR	
LMPHM9		AD	
LMS		AD	
LMX1		AD	
LMX1A		AD	AD
LNCR2		AR	
LNMS		AR	
LNPK		AR	AR
LNRH		AR	
LOAM		XLD	
LOCR		XLR	
LOCS		AR	
LOMARS		AD;AR	
LON		AR	
LOR		AD	
LORD		AD	
LOX		AD	AD
LOXL		AD	
LOXL1		AD	
LOXL3		AR	AR
LP		AR	
LPAAB		AR	
LPFS1		AR	
LPFS3		AR	
LPG		AD;AR	
LPH		AR	
LPHN1		AD	
LPI		AR	
LPS		AD	
LQT1		AD;AR	
LQT10		AD	
LQT11		AD	
LQT12		AD	
LQT13		AD	
LQT14		AD	
LQT15		AD	
LQT16		AD	
LQT2		AD	
LQT3		AD;AR	
LQT4		AD	
LQT5		AD;AR	
LQT6		AD	
LQT7		AD	
LQT8		AD	
LQT9		AD;Digenic dominant,AD	
LR3		AD;AR;AR,AD	
LRDD		AR	
LRF		AD	
LRIF1		Digenic recessive	
LRIT3		AR	AD;AR
LRP1		AR	AD;AR
LRP12		AD	
LRP130		AR	
LRP7		AD;AR;AR,AD	
LRPAP1		AR	AR
LRRC32		AR	
LRRC33		AR	
LRRC50		AR	
LRRC56		AR	AD;AR
LRRC6		AR	
LRRK1		AR	
LRRN6A		AR	
LRS1		AD;AR	
LRSAM1		AR,AD	AD
LRSL		Isolated cases	
LRTOMT1		AR	
LRTOMT2		AR	
LRTP		AR	
LSD1		AD	
LSDMCA1		XLD	
LSDMCA2		XLD	
LSDMCA3		XL;XLD	
LSFC		AR	
LSH		AR	
LSKB		AD;AR	
LSM11		AR	
LSMFLAD		AR	
LST1		Digenic recessive	
LTAP		AD	
LTBP1		AR	
LTBP4L		AR	
LTBP4S		AR	
LTC4S		AR	
LTRPC3		AD	
LTRPC7		AD	
LTV1		AR	
LTXS1		AR	
LU		AR	
LUSYAM		AD	
LUTO		AD	
LVM		AR	
LVNC1		AD	
LVNC10		AD;AR,AD	
LVNC3		AD	
LVNC4		AD	
LVNC6		AD	
LVNC7		AD	
LVNC8		AD	
LVNC9		AD	
LVNCX		XLR	
LVWM		AR	
LWS		AR	
LXHR		XLD	
LYF1		AD	
LYK5		AR	
LYNCH1		AD;AR	
LYNCH2		AD;AR	
LYNCH4		AR	
LYNCH5		AD;AD,Somatic mutation;AR	
LYNCH8		AD;AR	
LYP		AD;AR;XLR	
LYRM4		AR	AR
LYRM7		AR	AR
LYSET		AR	
LYT10		AD	
LZTFL1		AR	AR
M19		AR	
M1AP		AR	
M1S1		AR	
M33		AR	
M40		AD	
M4S1		AD;AR	
M6S1		AD;AR;AR,AD,Multifactorial	
M7MLS1		AD	
M7MLS2		AD;AR	
MA		AD	
MAA2		XLD	
MAAI		AR	
MAAID		AR	
MAATS1		AR	
MAB21L1		AR	AR
MAB21L2		AR,AD	AD;AR;sD
MAC25		AR	
MACF1		AD	AD
MACID		AD	
MACOCO		AR	
MACOM		AD	
MACS		AR	
MACTHC1		AD	
MACTHC2		AD	
MAD2B		AR	
MAD2L2		AR	AR
MADB		AR	
MADD		AR	AD;AR
MADH2		AD	
MADH3		AD	
MADH4		AD	
MADH6		AD	
MADH9		AD	
MADM		AD	
MAE		AD	
MAFA		AD	
MAFD1		AD	
MAFD2		XLD	
MAG		AR	AR
MAGED		XLR	
MAGED2		XLR	AR;XL
MAGEG1		AR	
MAGMAS		AR	
MAGP2		AD	
MAHCF		AR	
MAHCJ		AR	
MAHCX		XLR	
MAL		AR	
MALNS		AD	
MALT1		AR	AR
MAN1		AD	
MAN2C1		AR	AR
MANA		AR	
MANB		AR	
MANB1		AR	
MANDP1		AD;AR	
MANDP2		AR	
MAP11		AR	
MAP1B		AD	AD;IPVE
MAP3K7IP2		AD	
MAP80		AR	
MAPBPIP		AR	
MAPK1		AD	
MAPK8IP1		AD	AD
MAPK8IP3		AD	AD
MAPKAP3		AD	
MAPKAPK3		AD	AD
MAPKAPK5		AR	
MAPKBP1		AR	AR
MAPRE2		AD	AD;AR
MARCH		AR	
MARCH6		AD	
MARCHF6		AD	AD
MARK3		AR	AR
MARKK		AD	
MARS		AD;AR	
MARS2		AR	AR
MARSIS		AD	
MART2		AR	
MARTS1		AR	
MARTS2		AR	
MARUPS		AD;AR	
MARVD2		AR	
MASA		XLR	
MASNS		AD	
MASP2		AR	AR
MASS1		AD;AR,Digenic dominant	
MAST		AR	
MAST1		AD	AD
MAST3		AD	
MASTC		AD;AD,Isolated cases	
MATA1		AR,AD	
MATINS		AD	
MATP		AR	
MBCS		AD	
MBD4		AD;AR	
MBL		AD	
MBL2		AD	
MBL2D		AD	
MBOAT7		AR	AR
MBP1		AD	
MBPD		AD	
MBS		AD,Isolated cases	
MBS1		AD,Isolated cases	
MBS2		AD	
MBTPS1		AR	AR
MC1DN1		AR	
MC1DN10		AR	
MC1DN11		AR	
MC1DN12		XLR	
MC1DN13		AR	
MC1DN14		AR	
MC1DN15		AR	
MC1DN16		AR	
MC1DN17		AR	
MC1DN18		AR	
MC1DN19		AR	
MC1DN2		AR	
MC1DN20		AR	
MC1DN21		AR	
MC1DN22		AR	
MC1DN23		AR	
MC1DN24		AR	
MC1DN25		AR	
MC1DN26		AR	
MC1DN27		AR	
MC1DN28		AR	
MC1DN29		AR	
MC1DN3		AR	
MC1DN30		XL;XLD	
MC1DN31		AR	
MC1DN32		AR	
MC1DN33		AR	
MC1DN34		AR	
MC1DN35		AR	
MC1DN36		AR	
MC1DN37		AR	
MC1DN38		AR	
MC1DN39		AR	
MC1DN4		AR	
MC1DN5		AR	
MC1DN6		AR	
MC1DN7		AR	
MC1DN8		AR	
MC1DN9		AR	
MC2DN1		AD;AR	
MC2DN2		AR	
MC2DN3		AD;AR	
MC2DN4		AD;AD,Isolated cases;AR	
MC3DN1		AR	
MC3DN10		AR	
MC3DN11		AR	
MC3DN2		AR	
MC3DN3		AR	
MC3DN4		AR	
MC3DN5		AR	
MC3DN6		AR	
MC3DN7		AR	
MC3DN8		AR	
MC3DN9		AR	
MC4DN1		AR	
MC4DN10		AR	
MC4DN11		AR	
MC4DN12		AR	
MC4DN13		AR	
MC4DN14		AR	
MC4DN15		AR	
MC4DN16		AR	
MC4DN17		AR	
MC4DN18		AR	
MC4DN19		AR	
MC4DN2		AD;AR	
MC4DN20		AR	
MC4DN21		AR	
MC4DN22		AR	
MC4DN23		AR	
MC4DN3		AR	
MC4DN4		AR	
MC4DN5		AR	
MC4DN6		AR	
MC4DN7		AR	
MC4DN8		AR	
MC4DN9		AR	
MC5DN1		AR	
MC5DN2		AR	
MC5DN3		AR	
MC5DN4		AR	
MC5DN5		AR	
MC5DN6		AR	
MCAD		AR	
MCAF		AD	
MCAHS1		AR	
MCAHS2		XLR	
MCAHS3		AD,Somatic mutation;AR	
MCAHS4		AR	
MCAND		XLR	
MCB5		AR	
MCCA		AR	
MCCB		AR	
MCCCHCM		AD	
MCCPD		AR	
MCCRP1		AR	
MCCRP2		AR	
MCCRP3		AR	
MCD		AR	
MCDC1		AR	
MCDR1		AD	
MCDR2		AD;AR;AR,AD	
MCDR3		AD	
MCDR4		AD	
MCFD1		AR	
MCH4		AD	
MCH5		AD,Somatic mutation;AR	
MCIDAS		AR	AD;AR
MCIDDS		AR	
MCINS		AD	
MCLC		AR	
MCLDS		XL	
MCLMR		AD	
MCM		AR	
MCM10		AR	
MCM4		AR	AR
MCM5		AR	
MCM8		AR	AR
MCM9		AR	AR
MCMDC1		AR	
MCMP		AR	
MCMT		AD	
MCOHI		AR,AD	
MCOP1		AR	
MCOP2		AR	
MCOP4		AD;AR	
MCOP5		AR	
MCOP6		AR	
MCOP7		AD	
MCOP8		AR	
MCOPCB10		AD;AR	
MCOPCB2		AD	
MCOPCB3		AR	
MCOPCB5		AD	
MCOPCB6		AD;AR	
MCOPCB7		AD	
MCOPCB8		AR	
MCOPCB9		AR	
MCOPCT1		AD	
MCOPS1		XL;XLD,XLR	
MCOPS11		AR	
MCOPS12		AR,AD	
MCOPS13		XL	
MCOPS15		AR	
MCOPS16		AR	
MCOPS2		XLD	
MCOPS3		AD	
MCOPS5		AD	
MCOPS6		AD	
MCOPS7		XLD	
MCOPS8		?AD	
MCOPS9		AR	
MCOR		AD	
MCP		AR,AD	
MCP1		AD	
MCPH10		AR	
MCPH11		AR	
MCPH12		AR	
MCPH13		AR	
MCPH14		AR	
MCPH16		AR	
MCPH17		AR	
MCPH18		AD	
MCPH19		AD;AR	
MCPH2		AR	
MCPH20		AR	
MCPH21		AR	
MCPH22		AR	
MCPH23		AR	
MCPH24		AR	
MCPH25		AR	
MCPH26		AD	
MCPH27		AD;AR	
MCPH28		AR	
MCPH29		AR	
MCPH3		AR	
MCPH30		AR	
MCPH4		AR	
MCPH5		AR	
MCPH6		AR	
MCPH7		AR	
MCPH8		AR	
MCPH9		AR	
MCPHA		AR	
MCR		AD	
MCS		AR	
MCSKS14		AR,AD	
MCSZ		AR	
MCT1		AD;AR,AD	
MCT12		AD	
MCT1D		AD;AR,AD	
MCTO		AD	
MCUL1		AD;AR	
MCVD		AR	
MD1		AD	
MDA5		AD;AR	
MDBH		AR	
MDBS1		AD;AR,AD;AR,Digenic dominant,AD	
MDBS2		AD	
MDC1A		AR	
MDC1B		AR	
MDC1C		AR	
MDC1D		AR	
MDC9		AR	
MDCCAID		AR	
MDCDC		AR	
MDCMC		AR	
MDCMP		AR	
MDCR		AD	
MDDC		AD	
MDDGA1		AR	
MDDGA10		AR	
MDDGA11		AR	
